,filter_type,columns,rows_initial,rows_removed,threshold,rows,Plate_Number,AllGroups
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 7,P22-24
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 7,P22-24
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 7,P22-24
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 7,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 7,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 7,P22-24
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 7,P22-24
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 7,P22-24
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 7,P22-24
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 7,P22-24
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 1,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 1,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 1,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 1,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 1,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 1,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 1,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 1,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 1,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 1,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 1,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 1,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 1,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 1,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 1,P25-27
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 2,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 2,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 2,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 2,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 2,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 2,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 2,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 2,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 2,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 2,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 2,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 2,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 2,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 2,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 2,P25-27
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 3,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 3,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 3,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 3,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 3,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 3,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 3,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 3,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 3,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 3,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 3,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 3,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 3,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 3,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 3,P25-27
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 4,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 4,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 4,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 4,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 4,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 4,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 4,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 4,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 4,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 4,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 4,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 4,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 4,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 4,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 4,P25-27
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 5,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 5,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 5,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 5,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 5,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 5,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 5,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 5,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 5,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 5,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 5,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 5,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 5,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 5,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 5,P25-27
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 6,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 6,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 6,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 6,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 6,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 6,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 6,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 6,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 6,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 6,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 6,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 6,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 6,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 6,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 6,P25-27
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 7,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 7,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 7,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 7,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 7,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 7,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 7,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 7,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 7,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 7,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 7,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 7,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 7,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 7,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 7,P25-27
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 1,P28-31
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 1,P28-31
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 1,P28-31
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 1,P28-31
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 1,P28-31
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 1,P28-31
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 1,P28-31
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 1,P28-31
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 1,P28-31
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 1,P28-31
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 1,P28-31
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 1,P28-31
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 1,P28-31
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 1,P28-31
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 1,P28-31
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 2,P28-31
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 2,P28-31
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 2,P28-31
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 2,P28-31
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 2,P28-31
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 2,P28-31
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 2,P28-31
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 2,P28-31
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 2,P28-31
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 2,P28-31
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 2,P28-31
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 2,P28-31
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 2,P28-31
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 2,P28-31
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 2,P28-31
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 3,P28-31
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 3,P28-31
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 3,P28-31
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 3,P28-31
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 3,P28-31
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 3,P28-31
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 3,P28-31
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 3,P28-31
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 3,P28-31
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 3,P28-31
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 3,P28-31
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 3,P28-31
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 3,P28-31
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 3,P28-31
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 3,P28-31
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 4,P28-31
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 4,P28-31
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 4,P28-31
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 4,P28-31
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 4,P28-31
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 4,P28-31
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 4,P28-31
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 4,P28-31
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 4,P28-31
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 4,P28-31
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 4,P28-31
